LSOA11CD,ARSON AND CRIMINAL DAMAGE,BURGLARY,DRUG OFFENCES,MISCELLANEOUS CRIMES AGAINST SOCIETY,POSSESSION OF WEAPONS,PUBLIC ORDER OFFENCES,ROBBERY,THEFT,VEHICLE OFFENCES,VIOLENCE AGAINST THE PERSON,total_crime,population_mean_2019_2022
E01001211,0.35,0.46,0.35,0.17,0.12,0.46,0.29,0.64,0.64,0.35,3.82,1728
E01001212,0.34,0.34,0.34,0.11,0.11,0.51,0.28,0.62,0.62,0.34,3.6,1779
E01001213,0.25,0.3,0.3,0.15,0.15,0.45,0.3,0.45,0.55,0.3,3.18,2014
E01001214,0.17,0.34,0.34,0.17,0.11,0.51,0.28,0.62,0.62,0.45,3.6,1779
E01001215,0.29,0.38,0.24,0.14,0.14,0.43,0.29,0.62,0.53,0.29,3.36,2082
E01001216,0.35,0.46,0.29,0.17,0.17,0.63,0.29,0.63,0.52,0.35,3.86,1735
E01001217,0.35,0.42,0.35,0.21,0.21,0.56,0.35,0.56,0.76,0.42,4.17,1440
E01001218,0.24,0.29,0.29,0.15,0.1,0.44,0.24,0.44,0.44,0.29,2.94,2044
E01001219,0.28,0.28,0.28,0.14,0.14,0.51,0.14,0.51,0.6,0.28,3.13,2171
E01001220,0.32,0.52,0.39,0.19,0.19,0.58,0.39,0.84,0.71,0.39,4.55,1540
E01001223,0.34,0.54,0.34,0.2,0.2,0.61,0.34,0.61,0.75,0.41,4.34,1473
E01001224,0.32,0.51,0.38,0.19,0.13,0.51,0.32,0.7,0.57,0.38,4.01,1572
E01001225,0.33,0.44,0.33,0.17,0.17,0.72,0.33,0.72,0.61,0.44,4.25,1812
E01001226,0.33,0.52,0.39,0.2,0.2,0.59,0.2,0.59,0.72,0.52,4.24,1532
E01001227,0.33,0.53,0.4,0.2,0.13,0.4,0.33,0.73,0.6,0.4,4.07,1498
E01001228,0.27,0.42,0.32,0.16,0.11,0.48,0.16,0.58,0.48,0.32,3.29,1884
E01001229,0.33,0.4,0.4,0.2,0.13,0.4,0.33,0.53,0.73,0.4,3.86,1502
E01001230,0.36,0.57,0.43,0.22,0.14,0.79,0.36,0.93,0.79,0.43,5.03,1392
E01001231,0.29,0.39,0.29,0.14,0.14,0.43,0.29,0.63,0.63,0.39,3.62,2070
E01001232,0.32,0.38,0.38,0.19,0.13,0.58,0.19,0.58,0.7,0.51,3.97,1562
E01001233,0.34,0.55,0.41,0.2,0.14,0.61,0.41,0.89,0.75,0.55,4.85,1464
E01001234,0.22,0.59,0.44,0.22,0.15,0.67,0.44,0.96,0.82,0.44,4.97,1349
E01001235,0.28,0.44,0.33,0.17,0.17,0.5,0.28,0.72,0.61,0.33,3.82,1806
E01001236,0.34,0.54,0.34,0.2,0.2,0.61,0.41,0.54,0.74,0.41,4.32,1480
E01001237,0.38,0.51,0.38,0.19,0.19,0.51,0.19,0.57,0.57,0.38,3.87,1575
E01001239,0.41,0.55,0.41,0.21,0.14,0.62,0.34,0.89,0.89,0.41,4.87,1458
E01001240,0.28,0.45,0.34,0.17,0.11,0.5,0.28,0.73,0.61,0.45,3.91,1790
E01001241,0.33,0.43,0.33,0.16,0.16,0.43,0.33,0.6,0.71,0.33,3.8,1840
E01001242,0.31,0.5,0.37,0.19,0.19,0.56,0.31,0.68,0.68,0.5,4.3,1606
E01001243,0.26,0.34,0.26,0.13,0.13,0.38,0.21,0.55,0.47,0.26,2.99,2344
E01001244,0.21,0.28,0.21,0.1,0.1,0.38,0.1,0.45,0.45,0.21,2.51,2874
E01001245,0.23,0.37,0.28,0.14,0.14,0.42,0.28,0.61,0.51,0.28,3.28,2136
E01001246,0.28,0.44,0.33,0.17,0.17,0.61,0.33,0.72,0.61,0.44,4.11,1802
E01001247,0.22,0.34,0.26,0.13,0.13,0.39,0.26,0.56,0.56,0.26,3.1,2324
E01001248,0.38,0.5,0.38,0.19,0.19,0.57,0.32,0.82,0.69,0.38,4.41,1586
E01001249,0.25,0.33,0.25,0.12,0.12,0.53,0.25,0.53,0.45,0.37,3.2,2438
E01001250,0.28,0.37,0.28,0.14,0.14,0.41,0.28,0.6,0.51,0.37,3.36,2170
E01001251,0.32,0.43,0.32,0.16,0.11,0.48,0.27,0.7,0.59,0.32,3.71,1858
E01001252,0.24,0.33,0.24,0.12,0.12,0.45,0.24,0.53,0.45,0.33,3.06,2453
E01001253,0.24,0.38,0.29,0.14,0.14,0.43,0.29,0.62,0.52,0.29,3.33,2102
E01001254,0.29,0.46,0.35,0.12,0.12,0.52,0.17,0.75,0.52,0.35,3.63,1735
E01001255,0.19,0.37,0.37,0.12,0.12,0.37,0.31,0.56,0.69,0.37,3.5,1602
E01001257,0.28,0.28,0.28,0.14,0.14,0.42,0.24,0.52,0.52,0.28,3.11,2121
E01001258,0.33,0.43,0.33,0.16,0.16,0.49,0.33,0.6,0.6,0.33,3.75,1842
E01001259,0.31,0.5,0.37,0.19,0.19,0.56,0.37,0.81,0.68,0.37,4.35,1611
E01001260,0.25,0.39,0.25,0.15,0.1,0.39,0.3,0.54,0.54,0.3,3.2,2033
E01001261,0.26,0.34,0.26,0.13,0.13,0.39,0.26,0.56,0.47,0.26,3.04,2332
E01001262,0.36,0.49,0.36,0.18,0.18,0.49,0.36,0.67,0.67,0.36,4.13,1648
E01001263,0.31,0.42,0.31,0.16,0.16,0.47,0.26,0.58,0.58,0.31,3.56,1908
E01001264,0.34,0.45,0.34,0.17,0.17,0.5,0.28,0.5,0.61,0.34,3.69,1791
E01001265,0.28,0.45,0.34,0.17,0.17,0.51,0.28,0.62,0.74,0.34,3.92,1761
E01001266,0.32,0.43,0.32,0.16,0.16,0.48,0.32,0.7,0.59,0.43,3.93,1857
E01001267,0.29,0.39,0.29,0.15,0.15,0.44,0.24,0.53,0.53,0.39,3.39,2066
E01001268,0.26,0.31,0.31,0.15,0.15,0.46,0.26,0.46,0.56,0.31,3.21,1960
E01001269,0.27,0.35,0.27,0.13,0.09,0.35,0.27,0.57,0.57,0.27,3.14,2263
E01001270,0.34,0.28,0.34,0.17,0.11,0.51,0.17,0.51,0.63,0.34,3.41,1758
E01001271,0.26,0.42,0.31,0.16,0.1,0.47,0.26,0.67,0.57,0.42,3.63,1927
E01001272,0.29,0.46,0.35,0.17,0.17,0.64,0.35,0.75,0.64,0.35,4.16,1729
E01001273,0.36,0.48,0.36,0.18,0.12,0.54,0.3,0.77,0.54,0.48,4.11,1679
E01001274,0.19,0.37,0.37,0.12,0.19,0.37,0.31,0.68,0.68,0.37,3.67,1608
E01001275,0.27,0.44,0.33,0.16,0.16,0.49,0.27,0.6,0.49,0.33,3.54,1835
E01001276,0.28,0.45,0.34,0.17,0.17,0.62,0.28,0.62,0.62,0.34,3.87,1784
E01001277,0.29,0.38,0.29,0.14,0.14,0.38,0.24,0.62,0.62,0.29,3.41,2085
E01001278,0.24,0.38,0.29,0.14,0.14,0.43,0.29,0.62,0.52,0.29,3.34,2096
E01001279,0.34,0.54,0.4,0.13,0.13,0.54,0.13,0.61,0.61,0.4,3.85,1482
E01001280,0.27,0.44,0.33,0.16,0.11,0.49,0.16,0.49,0.6,0.33,3.38,1832
E01001281,0.31,0.5,0.31,0.13,0.13,0.57,0.19,0.57,0.69,0.38,3.77,1591
E01001282,0.31,0.37,0.37,0.19,0.19,0.56,0.31,0.56,0.56,0.37,3.8,1605
E01001283,0.28,0.45,0.34,0.17,0.17,0.5,0.28,0.62,0.5,0.45,3.76,1784
E01001284,0.29,0.34,0.29,0.17,0.17,0.51,0.29,0.63,0.63,0.34,3.66,1748
E01001285,0.33,0.44,0.33,0.17,0.11,0.5,0.33,0.72,0.61,0.33,3.87,1808
E01001286,0.29,0.47,0.35,0.12,0.18,0.53,0.29,0.53,0.64,0.35,3.75,1708
E01001287,0.31,0.37,0.37,0.18,0.18,0.49,0.31,0.55,0.55,0.37,3.66,1638
E01001288,0.33,0.53,0.4,0.2,0.2,0.6,0.4,0.73,0.73,0.4,4.51,1507
E01001289,0.44,0.44,0.37,0.22,0.22,0.67,0.37,0.67,0.81,0.44,4.67,1350
E01001290,0.3,0.4,0.3,0.15,0.15,0.45,0.3,0.54,0.54,0.3,3.42,2019
E01001291,0.34,0.34,0.34,0.17,0.11,0.46,0.29,0.51,0.63,0.34,3.53,1754
E01001292,0.29,0.35,0.35,0.18,0.18,0.53,0.29,0.47,0.65,0.35,3.65,1697
E01001293,0.28,0.45,0.33,0.17,0.17,0.5,0.28,0.5,0.61,0.33,3.62,1796
E01001294,0.24,0.39,0.29,0.15,0.15,0.44,0.24,0.44,0.54,0.29,3.17,2048
E01001295,0.28,0.44,0.33,0.17,0.11,0.5,0.28,0.33,0.72,0.33,3.48,1808
E01001296,0.35,0.55,0.42,0.21,0.21,0.62,0.35,0.55,0.76,0.42,4.43,1444
E01001297,0.33,0.43,0.33,0.16,0.16,0.33,0.33,0.71,0.6,0.33,3.69,1843
E01001298,0.29,0.29,0.24,0.14,0.14,0.43,0.24,0.62,0.53,0.29,3.21,2087
E01001299,0.28,0.45,0.34,0.17,0.11,0.51,0.34,0.73,0.51,0.34,3.76,1782
E01001300,0.31,0.49,0.31,0.18,0.12,0.49,0.18,0.79,0.67,0.37,3.91,1638
E01001301,0.26,0.42,0.31,0.16,0.16,0.47,0.26,0.68,0.58,0.31,3.61,1912
E01001302,0.32,0.51,0.32,0.19,0.13,0.51,0.38,0.83,0.7,0.38,4.27,1568
E01001303,0.17,0.46,0.29,0.11,0.17,0.46,0.34,0.74,0.52,0.34,3.61,1746
E01001304,0.35,0.47,0.29,0.18,0.12,0.47,0.18,0.47,0.53,0.35,3.4,1707
E01001305,0.29,0.35,0.29,0.17,0.12,0.46,0.17,0.64,0.64,0.35,3.47,1727
E01001306,0.3,0.36,0.36,0.18,0.12,0.48,0.12,0.48,0.54,0.36,3.32,1658
E01001307,0.26,0.42,0.32,0.16,0.16,0.58,0.32,0.58,0.58,0.32,3.68,1904
E01001308,0.25,0.41,0.31,0.1,0.1,0.46,0.31,0.56,0.56,0.31,3.36,1962
E01001309,0.33,0.43,0.33,0.16,0.16,0.43,0.33,0.49,0.6,0.43,3.69,1844
E01001310,0.23,0.36,0.27,0.14,0.14,0.5,0.27,0.59,0.5,0.27,3.27,2199
E01001311,0.24,0.32,0.24,0.12,0.12,0.37,0.2,0.37,0.53,0.32,2.84,2462
E01001312,0.31,0.41,0.31,0.15,0.1,0.31,0.31,0.66,0.46,0.31,3.32,1959
E01001313,0.17,0.35,0.29,0.17,0.17,0.52,0.12,0.35,0.75,0.46,3.34,1734
E01001314,0.32,0.51,0.38,0.19,0.13,0.57,0.32,0.83,0.7,0.51,4.46,1569
E01001315,0.41,0.41,0.41,0.21,0.21,0.62,0.34,0.89,0.62,0.41,4.53,1456
E01001316,0.35,0.46,0.35,0.17,0.17,0.52,0.29,0.75,0.75,0.46,4.26,1737
E01001317,0.28,0.37,0.28,0.14,0.14,0.42,0.23,0.42,0.42,0.28,2.99,2142
E01001318,0.26,0.31,0.31,0.16,0.16,0.47,0.26,0.68,0.58,0.42,3.61,1910
E01001319,0.38,0.38,0.32,0.19,0.19,0.38,0.32,0.38,0.58,0.38,3.52,1563
E01001320,0.37,0.37,0.37,0.19,0.12,0.5,0.37,0.5,0.69,0.37,3.87,1604
E01001321,0.26,0.35,0.26,0.13,0.09,0.35,0.22,0.48,0.48,0.26,2.87,2296
E01001322,0.24,0.39,0.29,0.15,0.1,0.44,0.24,0.64,0.64,0.29,3.42,2047
E01001323,0.3,0.4,0.3,0.15,0.15,0.45,0.3,0.65,0.55,0.4,3.64,2008
E01001324,0.36,0.47,0.36,0.18,0.18,0.65,0.3,0.53,0.65,0.36,4.03,1688
E01001325,0.3,0.3,0.3,0.15,0.1,0.45,0.25,0.65,0.45,0.3,3.24,2005
E01001326,0.31,0.41,0.31,0.15,0.15,0.46,0.25,0.66,0.56,0.31,3.56,1966
E01001327,0.31,0.31,0.31,0.15,0.15,0.46,0.31,0.67,0.67,0.41,3.76,1943
E01001328,0.32,0.43,0.32,0.16,0.16,0.48,0.32,0.7,0.7,0.32,3.93,1858
E01001329,0.26,0.31,0.31,0.15,0.1,0.46,0.26,0.41,0.46,0.31,3.05,1936
E01001330,0.32,0.43,0.32,0.16,0.16,0.48,0.32,0.58,0.58,0.32,3.67,1882
E01001331,0.33,0.33,0.33,0.17,0.17,0.5,0.33,0.5,0.61,0.33,3.62,1796
E01001332,0.37,0.49,0.37,0.18,0.18,0.67,0.31,0.67,0.67,0.37,4.29,1631
E01001333,0.24,0.32,0.24,0.12,0.12,0.36,0.24,0.51,0.51,0.24,2.88,2534
E01001334,0.36,0.48,0.36,0.18,0.18,0.54,0.3,0.54,0.65,0.36,3.92,1682
E01001335,0.27,0.43,0.32,0.16,0.16,0.49,0.27,0.59,0.59,0.43,3.72,1854
E01001336,0.27,0.43,0.32,0.16,0.11,0.43,0.32,0.7,0.59,0.32,3.67,1852
E01001337,0.29,0.39,0.29,0.14,0.14,0.53,0.29,0.63,0.53,0.39,3.62,2074
E01001338,0.31,0.42,0.31,0.16,0.16,0.47,0.31,0.68,0.58,0.42,3.83,1906
E01001339,0.24,0.38,0.29,0.14,0.14,0.43,0.29,0.62,0.62,0.29,3.43,2099
E01001340,0.38,0.5,0.38,0.19,0.19,0.56,0.38,0.82,0.56,0.38,4.33,1594
E01001341,0.33,0.45,0.33,0.17,0.17,0.45,0.33,0.72,0.5,0.45,3.9,1796
E01001342,0.31,0.31,0.31,0.15,0.15,0.46,0.31,0.67,0.46,0.31,3.44,1946
E01001343,0.41,0.55,0.41,0.21,0.21,0.62,0.34,0.75,0.62,0.55,4.65,1462
E01001344,0.26,0.35,0.26,0.13,0.13,0.39,0.13,0.39,0.48,0.35,2.88,2294
E01001345,0.34,0.45,0.34,0.17,0.17,0.34,0.17,0.51,0.62,0.34,3.45,1770
E01001346,0.26,0.42,0.31,0.16,0.16,0.47,0.16,0.57,0.67,0.31,3.48,1927
E01001347,0.25,0.4,0.3,0.15,0.15,0.45,0.3,0.65,0.55,0.3,3.5,1998
E01001348,0.36,0.48,0.36,0.18,0.18,0.54,0.36,0.78,0.66,0.48,4.39,1662
E01001349,0.42,0.42,0.42,0.21,0.21,0.63,0.35,0.77,0.91,0.56,4.89,1432
E01001350,0.2,0.54,0.34,0.2,0.2,0.54,0.2,0.54,0.75,0.41,3.95,1469
E01001351,0.3,0.4,0.3,0.15,0.15,0.55,0.3,0.65,0.65,0.4,3.88,1986
E01001352,0.38,0.51,0.38,0.19,0.13,0.51,0.38,0.82,0.7,0.38,4.38,1577
E01001353,0.41,0.55,0.41,0.14,0.21,0.62,0.35,0.76,0.62,0.41,4.49,1448
E01001354,0.24,0.39,0.29,0.15,0.15,0.39,0.29,0.63,0.63,0.39,3.56,2052
E01001355,0.26,0.42,0.31,0.16,0.1,0.47,0.26,0.67,0.67,0.42,3.74,1927
E01001356,0.32,0.51,0.38,0.19,0.19,0.58,0.32,0.7,0.7,0.38,4.29,1563
E01001357,0.24,0.32,0.24,0.12,0.12,0.32,0.24,0.44,0.52,0.24,2.82,2483
E01001358,0.3,0.4,0.3,0.15,0.15,0.4,0.25,0.66,0.56,0.4,3.59,1976
E01001359,0.2,0.24,0.24,0.12,0.12,0.36,0.2,0.52,0.52,0.24,2.76,2504
E01001360,0.22,0.35,0.26,0.13,0.13,0.4,0.26,0.49,0.57,0.26,3.09,2268
E01001361,0.26,0.39,0.26,0.13,0.13,0.48,0.26,0.57,0.57,0.35,3.4,2292
E01001362,0.23,0.3,0.23,0.11,0.11,0.34,0.23,0.49,0.41,0.34,2.78,2662
E01001363,0.3,0.4,0.25,0.15,0.15,0.4,0.25,0.45,0.45,0.3,3.08,2015
E01001364,0.27,0.32,0.32,0.16,0.16,0.59,0.27,0.59,0.59,0.43,3.69,1869
E01001365,0.19,0.31,0.19,0.11,0.11,0.34,0.19,0.42,0.5,0.31,2.68,2613
E01001366,0.24,0.39,0.29,0.15,0.1,0.39,0.29,0.39,0.53,0.29,3.06,2057
E01001367,0.22,0.3,0.22,0.11,0.11,0.41,0.22,0.48,0.41,0.3,2.77,2707
E01001368,0.28,0.44,0.33,0.17,0.11,0.5,0.17,0.5,0.5,0.33,3.32,1805
E01001369,0.25,0.39,0.29,0.15,0.15,0.54,0.29,0.64,0.64,0.29,3.64,2035
E01001370,0.23,0.38,0.28,0.14,0.14,0.42,0.28,0.61,0.52,0.38,3.38,2128
E01001371,0.26,0.34,0.26,0.13,0.13,0.38,0.26,0.47,0.47,0.34,3.02,2351
E01001372,0.2,0.31,0.24,0.12,0.12,0.35,0.2,0.43,0.43,0.24,2.64,2542
E01001373,0.29,0.39,0.29,0.15,0.15,0.54,0.29,0.64,0.54,0.39,3.68,2038
E01001374,0.3,0.4,0.25,0.15,0.15,0.4,0.25,0.55,0.55,0.3,3.32,1986
E01001375,0.3,0.53,0.3,0.18,0.12,0.47,0.18,0.53,0.53,0.36,3.49,1690
E01001376,0.35,0.47,0.35,0.18,0.18,0.53,0.29,0.64,0.64,0.47,4.1,1708
E01001377,0.31,0.49,0.31,0.18,0.18,0.55,0.31,0.79,0.67,0.37,4.15,1638
E01001379,0.18,0.47,0.18,0.18,0.12,0.35,0.29,0.53,0.53,0.35,3.15,1714
E01001380,0.22,0.36,0.22,0.13,0.09,0.36,0.13,0.49,0.4,0.27,2.66,2252
E01001381,0.27,0.42,0.32,0.16,0.16,0.58,0.32,0.69,0.58,0.32,3.82,1885
E01001382,0.34,0.55,0.21,0.21,0.14,0.62,0.34,0.75,0.62,0.55,4.31,1462
E01001383,0.28,0.33,0.28,0.17,0.11,0.45,0.11,0.72,0.5,0.33,3.29,1794
E01001384,0.17,0.46,0.29,0.17,0.11,0.46,0.34,0.75,0.63,0.34,3.73,1742
E01001385,0.3,0.47,0.36,0.18,0.18,0.47,0.3,0.65,0.65,0.36,3.91,1690
E01001386,0.34,0.45,0.34,0.17,0.17,0.51,0.28,0.73,0.62,0.34,3.93,1782
E01001387,0.31,0.5,0.38,0.19,0.19,0.69,0.19,0.69,0.69,0.5,4.33,1592
E01001388,0.36,0.57,0.43,0.21,0.21,0.78,0.43,0.93,0.78,0.57,5.27,1403
E01001389,0.33,0.44,0.33,0.17,0.17,0.61,0.33,0.72,0.61,0.33,4.02,1816
E01001390,0.33,0.44,0.33,0.16,0.16,0.44,0.27,0.49,0.49,0.33,3.45,1824
E01001391,0.27,0.44,0.33,0.16,0.11,0.44,0.16,0.44,0.6,0.44,3.4,1822
E01001392,0.27,0.32,0.32,0.16,0.16,0.48,0.27,0.43,0.59,0.43,3.44,1860
E01001393,0.3,0.4,0.3,0.1,0.15,0.4,0.25,0.66,0.66,0.3,3.54,1978
E01001394,0.25,0.3,0.3,0.15,0.15,0.45,0.25,0.65,0.55,0.3,3.35,2000
E01001395,0.3,0.49,0.36,0.18,0.12,0.55,0.18,0.55,0.67,0.36,3.77,1645
E01001396,0.34,0.54,0.41,0.2,0.2,0.54,0.34,0.61,0.74,0.41,4.33,1478
E01001397,0.28,0.37,0.28,0.14,0.09,0.42,0.14,0.42,0.51,0.37,3.01,2158
E01001398,0.37,0.59,0.44,0.22,0.15,0.44,0.22,0.66,0.81,0.44,4.33,1363
E01001399,0.34,0.54,0.34,0.13,0.2,0.61,0.4,0.61,0.74,0.4,4.31,1486
E01001400,0.38,0.5,0.38,0.19,0.19,0.57,0.19,0.82,0.69,0.5,4.41,1588
E01001401,0.35,0.56,0.42,0.21,0.21,0.56,0.14,0.56,0.92,0.42,4.37,1418
E01001402,0.26,0.42,0.26,0.1,0.1,0.42,0.26,0.57,0.57,0.31,3.29,1914
E01001403,0.35,0.46,0.35,0.17,0.17,0.52,0.29,0.46,0.75,0.35,3.87,1732
E01001404,0.4,0.53,0.4,0.2,0.2,0.6,0.33,0.53,0.73,0.4,4.3,1512
E01001405,0.28,0.44,0.33,0.17,0.11,0.5,0.28,0.44,0.61,0.33,3.47,1814
E01001406,0.35,0.47,0.35,0.18,0.18,0.53,0.35,0.77,0.65,0.35,4.2,1692
E01001407,0.37,0.5,0.37,0.19,0.19,0.56,0.31,0.81,0.69,0.37,4.36,1604
E01001408,0.29,0.47,0.29,0.18,0.18,0.47,0.29,0.65,0.65,0.35,3.82,1700
E01001409,0.24,0.29,0.29,0.15,0.15,0.54,0.29,0.54,0.54,0.29,3.33,2045
E01001410,0.27,0.36,0.27,0.14,0.14,0.41,0.23,0.41,0.5,0.36,3.09,2201
E01001411,0.26,0.42,0.32,0.16,0.16,0.58,0.32,0.58,0.58,0.32,3.69,1895
E01001412,0.33,0.44,0.33,0.16,0.16,0.49,0.27,0.71,0.6,0.44,3.92,1838
E01001413,0.37,0.49,0.31,0.19,0.12,0.37,0.31,0.56,0.68,0.37,3.77,1618
E01001414,0.36,0.36,0.36,0.18,0.12,0.36,0.3,0.54,0.66,0.48,3.69,1678
E01001415,0.29,0.39,0.29,0.15,0.1,0.44,0.29,0.64,0.64,0.39,3.62,2045
E01001416,0.17,0.34,0.28,0.11,0.11,0.45,0.28,0.34,0.74,0.34,3.18,1760
E01001417,0.27,0.43,0.32,0.11,0.16,0.48,0.27,0.59,0.59,0.43,3.62,1877
E01001418,0.29,0.47,0.35,0.17,0.17,0.52,0.29,0.52,0.64,0.47,3.9,1716
E01001419,0.25,0.4,0.3,0.15,0.15,0.4,0.3,0.55,0.55,0.3,3.33,2011
E01001420,0.29,0.46,0.29,0.17,0.11,0.46,0.34,0.46,0.74,0.34,3.66,1751
E01001421,0.29,0.53,0.35,0.18,0.18,0.53,0.18,0.53,0.64,0.35,3.74,1709
E01001422,0.18,0.47,0.35,0.18,0.12,0.47,0.18,0.47,0.64,0.35,3.39,1712
E01001423,0.34,0.46,0.34,0.17,0.17,0.51,0.17,0.51,0.63,0.46,3.77,1749
E01001424,0.25,0.49,0.49,0.25,0.16,0.65,0.25,0.9,0.74,0.49,4.66,1223
E01001425,0.3,0.4,0.3,0.15,0.15,0.55,0.25,0.66,0.55,0.3,3.63,1983
E01001426,0.32,0.43,0.32,0.16,0.16,0.48,0.27,0.59,0.59,0.32,3.65,1865
E01001427,0.35,0.47,0.35,0.17,0.17,0.52,0.35,0.76,0.76,0.47,4.37,1716
E01001428,0.34,0.34,0.34,0.17,0.17,0.51,0.28,0.62,0.62,0.34,3.74,1766
E01001429,0.26,0.34,0.26,0.13,0.13,0.39,0.26,0.56,0.56,0.26,3.12,2336
E01001430,0.3,0.4,0.3,0.15,0.15,0.46,0.25,0.66,0.56,0.4,3.64,1976
E01001431,0.34,0.45,0.34,0.17,0.17,0.51,0.28,0.62,0.62,0.34,3.84,1772
E01001432,0.32,0.42,0.32,0.16,0.16,0.58,0.32,0.69,0.69,0.32,3.96,1896
E01001433,0.33,0.43,0.33,0.16,0.16,0.49,0.33,0.6,0.7,0.33,3.85,1845
E01001434,0.31,0.5,0.37,0.19,0.19,0.56,0.31,0.5,0.81,0.37,4.12,1601
E01001435,0.39,0.52,0.39,0.2,0.2,0.59,0.33,0.59,0.72,0.52,4.43,1536
E01001436,0.3,0.4,0.3,0.15,0.1,0.45,0.3,0.45,0.55,0.3,3.31,1994
E01001437,0.21,0.34,0.26,0.13,0.13,0.38,0.26,0.55,0.55,0.26,3.06,2352
E01001438,0.36,0.36,0.36,0.18,0.18,0.47,0.36,0.77,0.77,0.36,4.14,1690
E01001439,0.28,0.37,0.28,0.14,0.14,0.51,0.28,0.6,0.6,0.37,3.58,2150
E01001440,0.29,0.47,0.35,0.18,0.18,0.53,0.29,0.76,0.76,0.35,4.17,1703
E01001441,0.3,0.48,0.36,0.18,0.18,0.54,0.36,0.78,0.54,0.36,4.07,1672
E01001442,0.35,0.47,0.35,0.18,0.18,0.53,0.29,0.76,0.64,0.47,4.2,1714
E01001444,0.31,0.42,0.26,0.16,0.16,0.47,0.26,0.68,0.57,0.31,3.6,1918
E01001445,0.21,0.28,0.21,0.1,0.07,0.31,0.17,0.45,0.45,0.21,2.45,2893
E01001446,0.26,0.42,0.32,0.16,0.16,0.42,0.16,0.48,0.58,0.32,3.28,1893
E01001447,0.3,0.4,0.3,0.15,0.15,0.4,0.25,0.65,0.55,0.3,3.46,1993
E01001448,0.25,0.4,0.25,0.15,0.15,0.45,0.25,0.45,0.45,0.3,3.07,2020
E01001449,0.31,0.37,0.37,0.18,0.18,0.49,0.31,0.55,0.68,0.37,3.81,1626
E01001450,0.25,0.34,0.25,0.13,0.13,0.47,0.25,0.55,0.55,0.25,3.18,2356
E01001451,0.31,0.49,0.31,0.18,0.18,0.55,0.37,0.68,0.8,0.37,4.24,1627
E01001452,0.37,0.59,0.44,0.15,0.22,0.66,0.22,0.66,0.81,0.44,4.56,1360
E01001453,0.29,0.35,0.35,0.18,0.12,0.47,0.18,0.47,0.64,0.35,3.4,1708
E01001454,0.18,0.35,0.29,0.18,0.18,0.35,0.29,0.47,0.64,0.35,3.27,1714
E01001455,0.34,0.54,0.34,0.14,0.14,0.41,0.2,0.88,0.88,0.41,4.29,1470
E01001456,0.35,0.56,0.35,0.21,0.14,0.63,0.35,0.77,0.77,0.56,4.72,1420
E01001457,0.33,0.44,0.27,0.16,0.11,0.44,0.33,0.6,0.6,0.33,3.61,1830
E01001458,0.27,0.43,0.32,0.16,0.16,0.48,0.32,0.69,0.58,0.32,3.72,1882
E01001459,0.29,0.46,0.35,0.17,0.12,0.52,0.17,0.46,0.64,0.35,3.52,1732
E01001460,0.24,0.38,0.28,0.14,0.14,0.43,0.28,0.62,0.62,0.28,3.41,2112
E01001461,0.31,0.49,0.37,0.18,0.18,0.55,0.31,0.8,0.68,0.49,4.36,1628
E01001462,0.41,0.41,0.41,0.21,0.21,0.62,0.41,0.62,0.62,0.55,4.48,1452
E01001463,0.32,0.51,0.38,0.19,0.19,0.57,0.38,0.7,0.7,0.51,4.46,1569
E01001464,0.38,0.61,0.38,0.23,0.23,0.84,0.46,0.69,0.84,0.46,5.11,1312
E01001465,0.31,0.5,0.38,0.19,0.19,0.57,0.31,0.69,0.69,0.5,4.33,1592
E01001466,0.31,0.41,0.31,0.15,0.1,0.41,0.31,0.46,0.66,0.31,3.41,1963
E01001467,0.15,0.3,0.3,0.15,0.1,0.45,0.25,0.45,0.55,0.3,3.03,1982
E01001468,0.46,0.62,0.39,0.23,0.23,0.69,0.39,0.85,1.0,0.46,5.32,1296
E01001469,0.17,0.34,0.34,0.17,0.11,0.46,0.17,0.46,0.63,0.34,3.2,1749
E01001470,0.3,0.49,0.36,0.18,0.12,0.55,0.3,0.67,0.67,0.36,4.01,1644
E01001471,0.26,0.41,0.31,0.1,0.15,0.41,0.15,0.67,0.57,0.31,3.35,1938
E01001472,0.18,0.47,0.29,0.18,0.18,0.53,0.29,0.65,0.65,0.35,3.76,1702
E01001473,0.37,0.49,0.37,0.18,0.12,0.55,0.31,0.49,0.68,0.37,3.93,1629
E01001474,0.27,0.43,0.32,0.16,0.16,0.43,0.27,0.48,0.59,0.32,3.42,1871
E01001475,0.17,0.34,0.28,0.11,0.0,0.28,0.28,0.45,0.51,0.34,2.75,1782
E01001476,0.28,0.45,0.34,0.17,0.17,0.62,0.34,0.73,0.73,0.34,4.15,1784
E01001477,0.3,0.4,0.3,0.15,0.15,0.55,0.25,0.55,0.65,0.3,3.59,2008
E01001478,0.3,0.48,0.36,0.12,0.18,0.36,0.3,0.54,0.54,0.36,3.52,1674
E01001479,0.33,0.44,0.33,0.17,0.17,0.5,0.33,0.72,0.61,0.44,4.05,1801
E01001480,0.31,0.37,0.37,0.19,0.19,0.56,0.37,0.5,0.69,0.5,4.06,1601
E01001481,0.28,0.44,0.33,0.17,0.11,0.5,0.28,0.5,0.72,0.33,3.64,1811
E01001482,0.3,0.41,0.3,0.15,0.15,0.56,0.25,0.46,0.56,0.41,3.55,1973
